time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource,month,year,date
2023-05-24 16:38:26.547000+00:00,-7.6953,105.3229,18.68,4.22397,mw,15.0,199.0,2.319,0.4,us,us7000k57q,2023/07/29 22:00:47.040+00,"156 km SSW of Labuan, Indonesia",earthquake,11.98,7.763,0.234,5.0,reviewed,us,us,5,2023,2023-05-24
2008-11-15 09:03:57.730000+00:00,-7.395,106.127,35.0,4.22397,mw,15.0,104.3,,1.09,us,usp000gnr7,2014/11/07 01:37:44.385+00,"65 km SW of Pelabuhanratu, Indonesia",earthquake,,,,5.0,reviewed,us,us,11,2008,2008-11-15
2021-09-14 09:14:38.122000+00:00,-6.8028,105.7018,56.55,4.22397,mw,,115.0,2.041,0.55,us,us7000fcww,2021/11/23 15:11:51.040+00,"49 km SSW of Labuan, Indonesia",earthquake,8.0,4.7,0.145,13.0,reviewed,us,us,9,2021,2021-09-14
2008-01-01 22:54:31.030000+00:00,-7.646,104.036,35.0,4.22397,mw,25.0,79.4,,0.68,us,usp000fvtp,2014/11/07 01:34:35.412+00,"242 km SW of Labuan, Indonesia",earthquake,,,,10.0,reviewed,us,us,1,2008,2008-01-01
2016-03-31 20:27:09.570000+00:00,-7.6447,104.4598,10.0,4.22397,mw,,177.0,3.054,1.07,us,us20005fv1,2016/06/10 23:32:59.040+00,"southwest of Sumatra, Indonesia",earthquake,5.6,1.9,0.186,8.0,reviewed,us,us,3,2016,2016-03-31
1983-07-25 10:27:08.830000+00:00,-7.761,106.451,33.0,4.22397,mw,,,,0.9,us,usp0001x3n,2014/11/07 00:33:30.623+00,"86 km S of Pelabuhanratu, Indonesia",earthquake,,,,1.0,reviewed,us,us,7,1983,1983-07-25
2005-08-23 13:57:41.320000+00:00,-6.896,106.093,10.0,4.1229,mw,7.0,180.3,,0.83,us,usp000dxwp,2014/11/07 01:26:51.725+00,"51 km WNW of Pelabuhanratu, Indonesia",earthquake,,,,1.0,reviewed,us,us,8,2005,2005-08-23
2006-11-23 00:06:49.720000+00:00,-8.511,106.335,35.0,4.1229,mw,13.0,115.7,,0.56,us,usp000eykb,2014/11/07 01:30:55.894+00,"170 km S of Pelabuhanratu, Indonesia",earthquake,,,,4.0,reviewed,us,us,11,2006,2006-11-23
2002-10-04 15:18:21.280000+00:00,-7.673,104.848,33.0,4.1229,mw,8.0,,,1.03,us,usp000bdsu,2014/11/07 01:16:41.858+00,"179 km SW of Labuan, Indonesia",earthquake,,,,2.0,reviewed,us,us,10,2002,2002-10-04
2003-06-24 00:50:58.490000+00:00,-6.953,106.263,33.0,4.1229,mw,13.0,180.2,,1.03,us,usp000c0sz,2014/11/07 01:18:59.370+00,"32 km W of Pelabuhanratu, Indonesia",earthquake,,,,1.0,reviewed,us,us,6,2003,2003-06-24
2009-01-07 21:00:39.920000+00:00,-6.972,105.223,35.0,4.02183,mw,13.0,181.1,,0.53,us,usp000gsbb,2014/11/07 01:38:10.862+00,"93 km SW of Labuan, Indonesia",earthquake,,,,3.0,reviewed,us,us,1,2009,2009-01-07
2008-11-27 03:58:41.980000+00:00,-7.742,106.508,35.0,4.02183,mw,11.0,198.4,,0.95,us,usp000gphf,2014/11/07 01:37:48.384+00,"83 km S of Pelabuhanratu, Indonesia",earthquake,,,,2.0,reviewed,us,us,11,2008,2008-11-27
1999-04-07 19:18:03.900000+00:00,-7.569,104.552,33.0,3.8196899999999996,mw,,,,1.13,us,usp00095y7,2014/11/07 01:07:25.417+00,"193 km SW of Labuan, Indonesia",earthquake,,,,2.0,reviewed,us,us,4,1999,1999-04-07
